[2018-02-23 00:09:52,454][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=116391936, init=134217728, max=116391936, used=60901928}, noHeadMomory=MemoryCommonEntity{committed=76804096, init=2555904, max=-1, used=73968608}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=20447232, init=2555904, max=251658240, used=20372352}, currentMemory=MemoryCommonEntity{committed=20447232, init=2555904, max=251658240, used=19354368}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=49934336, init=0, max=-1, used=48671120}, currentMemory=MemoryCommonEntity{committed=49934336, init=0, max=-1, used=48671120}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6422528, init=0, max=1073741824, used=5972976}, currentMemory=MemoryCommonEntity{committed=6422528, init=0, max=1073741824, used=5972976}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=34603008, init=50331648, max=34603008, used=26128472}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=14680064, init=8388608, max=14680064, used=14223680}, currentMemory=MemoryCommonEntity{committed=14680064, init=8388608, max=14680064, used=14223680}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=20896176}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=20896176}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:25:40,693][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=110624768, init=134217728, max=112197632, used=62481592}, noHeadMomory=MemoryCommonEntity{committed=80281600, init=2555904, max=-1, used=76009520}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18647680}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51103960}, currentMemory=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51103960}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=27262976, init=50331648, max=29884416, used=25408688}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=18350080, init=8388608, max=18350080, used=15914176}, currentMemory=MemoryCommonEntity{committed=16252928, init=8388608, max=16252928, used=15914176}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:25:41,693][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=110624768, init=134217728, max=112197632, used=62481592}, noHeadMomory=MemoryCommonEntity{committed=80281600, init=2555904, max=-1, used=76010800}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18648960}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51103960}, currentMemory=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51103960}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=27262976, init=50331648, max=29884416, used=25408688}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=18350080, init=8388608, max=18350080, used=15914176}, currentMemory=MemoryCommonEntity{committed=16252928, init=8388608, max=16252928, used=15914176}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:25:42,694][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=110624768, init=134217728, max=112197632, used=62653072}, noHeadMomory=MemoryCommonEntity{committed=80281600, init=2555904, max=-1, used=76010800}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18648960}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51103960}, currentMemory=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51103960}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=27262976, init=50331648, max=29884416, used=25580168}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=18350080, init=8388608, max=18350080, used=15914176}, currentMemory=MemoryCommonEntity{committed=16252928, init=8388608, max=16252928, used=15914176}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:25:43,695][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=110624768, init=134217728, max=112197632, used=62919856}, noHeadMomory=MemoryCommonEntity{committed=80281600, init=2555904, max=-1, used=76010800}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18648960}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51103960}, currentMemory=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51103960}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=27262976, init=50331648, max=29884416, used=25846952}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=18350080, init=8388608, max=18350080, used=15914176}, currentMemory=MemoryCommonEntity{committed=16252928, init=8388608, max=16252928, used=15914176}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:25:44,696][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=110624768, init=134217728, max=112197632, used=63095576}, noHeadMomory=MemoryCommonEntity{committed=80281600, init=2555904, max=-1, used=76045512}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18671808}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51115824}, currentMemory=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51115824}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=27262976, init=50331648, max=29884416, used=26022672}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=18350080, init=8388608, max=18350080, used=15914176}, currentMemory=MemoryCommonEntity{committed=16252928, init=8388608, max=16252928, used=15914176}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:25:45,698][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=110624768, init=134217728, max=112197632, used=63276048}, noHeadMomory=MemoryCommonEntity{committed=80281600, init=2555904, max=-1, used=76078840}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18700672}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51120288}, currentMemory=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51120288}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=27262976, init=50331648, max=29884416, used=26203144}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=18350080, init=8388608, max=18350080, used=15914176}, currentMemory=MemoryCommonEntity{committed=16252928, init=8388608, max=16252928, used=15914176}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:25:46,698][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=110624768, init=134217728, max=112197632, used=63448304}, noHeadMomory=MemoryCommonEntity{committed=80281600, init=2555904, max=-1, used=76090192}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18711616}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51120696}, currentMemory=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51120696}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=27262976, init=50331648, max=29884416, used=26375400}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=18350080, init=8388608, max=18350080, used=15914176}, currentMemory=MemoryCommonEntity{committed=16252928, init=8388608, max=16252928, used=15914176}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:25:47,699][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=110624768, init=134217728, max=112197632, used=63457088}, noHeadMomory=MemoryCommonEntity{committed=80281600, init=2555904, max=-1, used=76096200}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18716288}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51122032}, currentMemory=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51122032}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=27262976, init=50331648, max=29884416, used=26555504}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=18350080, init=8388608, max=18350080, used=15914176}, currentMemory=MemoryCommonEntity{committed=16252928, init=8388608, max=16252928, used=15914176}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:25:48,699][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=110624768, init=134217728, max=112197632, used=63628408}, noHeadMomory=MemoryCommonEntity{committed=80281600, init=2555904, max=-1, used=76096200}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18716288}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51122032}, currentMemory=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51122032}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=27262976, init=50331648, max=29884416, used=26555504}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=18350080, init=8388608, max=18350080, used=15914176}, currentMemory=MemoryCommonEntity{committed=16252928, init=8388608, max=16252928, used=15914176}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:25:49,700][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=110624768, init=134217728, max=112197632, used=63799816}, noHeadMomory=MemoryCommonEntity{committed=80281600, init=2555904, max=-1, used=76096200}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18716288}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51122032}, currentMemory=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51122032}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=27262976, init=50331648, max=29884416, used=26726912}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=18350080, init=8388608, max=18350080, used=15914176}, currentMemory=MemoryCommonEntity{committed=16252928, init=8388608, max=16252928, used=15914176}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
[2018-02-23 01:25:50,701][onyxia-MEMORY-1][INFO][onyxia-memory-logger:83] MemoryInfoEntity{headMomory=MemoryCommonEntity{committed=110624768, init=134217728, max=112197632, used=63971224}, noHeadMomory=MemoryCommonEntity{committed=80281600, init=2555904, max=-1, used=76096200}, memoryPoolInfoEntityList=[MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=21089664}, currentMemory=MemoryCommonEntity{committed=21299200, init=2555904, max=251658240, used=18716288}, name='Code Cache', managerName='[CodeCacheManager]', objectName='java.lang:type=MemoryPool,name=Code Cache'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51122032}, currentMemory=MemoryCommonEntity{committed=52297728, init=0, max=-1, used=51122032}, name='Metaspace', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Metaspace'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, currentMemory=MemoryCommonEntity{committed=6684672, init=0, max=1073741824, used=6257880}, name='Compressed Class Space', managerName='[Metaspace Manager]', objectName='java.lang:type=MemoryPool,name=Compressed Class Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=50331648, init=50331648, max=50331648, used=50331648}, currentMemory=MemoryCommonEntity{committed=27262976, init=50331648, max=29884416, used=26898320}, name='PS Eden Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Eden Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=18350080, init=8388608, max=18350080, used=15914176}, currentMemory=MemoryCommonEntity{committed=16252928, init=8388608, max=16252928, used=15914176}, name='PS Survivor Space', managerName='[PS MarkSweep, PS Scavenge]', objectName='java.lang:type=MemoryPool,name=PS Survivor Space'}, MemoryPoolInfoEntity{peakMemroy=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, currentMemory=MemoryCommonEntity{committed=67108864, init=67108864, max=67108864, used=21158728}, name='PS Old Gen', managerName='[PS MarkSweep]', objectName='java.lang:type=MemoryPool,name=PS Old Gen'}]}
